,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
692,"Mon, Jan 21, 2019",Dallas Mavericks,106,Milwaukee Bucks,116
693,"Mon, Jan 21, 2019",Detroit Pistons,87,Washington Wizards,101
694,"Mon, Jan 21, 2019",Orlando Magic,122,Atlanta Hawks,103
695,"Mon, Jan 21, 2019",Sacramento Kings,94,Brooklyn Nets,123
696,"Mon, Jan 21, 2019",New Orleans Pelicans,105,Memphis Grizzlies,85
697,"Mon, Jan 21, 2019",Miami Heat,99,Boston Celtics,107
698,"Mon, Jan 21, 2019",Houston Rockets,93,Philadelphia 76ers,121
699,"Mon, Jan 21, 2019",Portland Trail Blazers,109,Utah Jazz,104
700,"Mon, Jan 21, 2019",Golden State Warriors,130,Los Angeles Lakers,111
701,"Tue, Jan 22, 2019",Sacramento Kings,105,Toronto Raptors,120
702,"Tue, Jan 22, 2019",Portland Trail Blazers,114,Oklahoma City Thunder,123
703,"Tue, Jan 22, 2019",Los Angeles Clippers,98,Dallas Mavericks,106
704,"Tue, Jan 22, 2019",Minnesota Timberwolves,118,Phoenix Suns,91
705,"Wed, Jan 23, 2019",Toronto Raptors,106,Indiana Pacers,110
706,"Wed, Jan 23, 2019",Cleveland Cavaliers,103,Boston Celtics,123
707,"Wed, Jan 23, 2019",Orlando Magic,110,Brooklyn Nets,114
708,"Wed, Jan 23, 2019",Los Angeles Clippers,111,Miami Heat,99
709,"Wed, Jan 23, 2019",Houston Rockets,114,New York Knicks,110
710,"Wed, Jan 23, 2019",Atlanta Hawks,121,Chicago Bulls,101
711,"Wed, Jan 23, 2019",Charlotte Hornets,118,Memphis Grizzlies,107
712,"Wed, Jan 23, 2019",Detroit Pistons,98,New Orleans Pelicans,94
713,"Wed, Jan 23, 2019",San Antonio Spurs,120,Philadelphia 76ers,122
714,"Wed, Jan 23, 2019",Denver Nuggets,108,Utah Jazz,114
715,"Thu, Jan 24, 2019",New Orleans Pelicans,116,Oklahoma City Thunder,122
716,"Thu, Jan 24, 2019",Golden State Warriors,126,Washington Wizards,118
717,"Thu, Jan 24, 2019",Portland Trail Blazers,120,Phoenix Suns,106
718,"Thu, Jan 24, 2019",Minnesota Timberwolves,120,Los Angeles Lakers,105
719,"Fri, Jan 25, 2019",Washington Wizards,95,Orlando Magic,91
720,"Fri, Jan 25, 2019",New York Knicks,99,Brooklyn Nets,109
721,"Fri, Jan 25, 2019",Miami Heat,100,Cleveland Cavaliers,94
722,"Fri, Jan 25, 2019",Los Angeles Clippers,106,Chicago Bulls,101
723,"Fri, Jan 25, 2019",Toronto Raptors,119,Houston Rockets,121
724,"Fri, Jan 25, 2019",Sacramento Kings,99,Memphis Grizzlies,96
725,"Fri, Jan 25, 2019",Detroit Pistons,101,Dallas Mavericks,106
726,"Fri, Jan 25, 2019",Charlotte Hornets,99,Milwaukee Bucks,108
727,"Fri, Jan 25, 2019",Phoenix Suns,95,Denver Nuggets,132
728,"Fri, Jan 25, 2019",Minnesota Timberwolves,102,Utah Jazz,106
729,"Sat, Jan 26, 2019",San Antonio Spurs,126,New Orleans Pelicans,114
730,"Sat, Jan 26, 2019",Indiana Pacers,103,Memphis Grizzlies,106
731,"Sat, Jan 26, 2019",Golden State Warriors,115,Boston Celtics,111
732,"Sat, Jan 26, 2019",Philadelphia 76ers,110,Denver Nuggets,126
733,"Sat, Jan 26, 2019",Atlanta Hawks,111,Portland Trail Blazers,120
734,"Sun, Jan 27, 2019",Cleveland Cavaliers,104,Chicago Bulls,101
735,"Sun, Jan 27, 2019",Sacramento Kings,108,Los Angeles Clippers,122
736,"Sun, Jan 27, 2019",Milwaukee Bucks,112,Oklahoma City Thunder,118
737,"Sun, Jan 27, 2019",Toronto Raptors,123,Dallas Mavericks,120
738,"Sun, Jan 27, 2019",Orlando Magic,98,Houston Rockets,103
739,"Sun, Jan 27, 2019",Utah Jazz,125,Minnesota Timberwolves,111
740,"Sun, Jan 27, 2019",Washington Wizards,119,San Antonio Spurs,132
741,"Sun, Jan 27, 2019",Miami Heat,106,New York Knicks,97
742,"Sun, Jan 27, 2019",Phoenix Suns,102,Los Angeles Lakers,116
743,"Mon, Jan 28, 2019",New York Knicks,92,Charlotte Hornets,101
744,"Mon, Jan 28, 2019",Golden State Warriors,132,Indiana Pacers,100
745,"Mon, Jan 28, 2019",Brooklyn Nets,104,Boston Celtics,112
746,"Mon, Jan 28, 2019",Denver Nuggets,95,Memphis Grizzlies,92
747,"Mon, Jan 28, 2019",Atlanta Hawks,123,Los Angeles Clippers,118
748,"Tue, Jan 29, 2019",Washington Wizards,113,Cleveland Cavaliers,116
749,"Tue, Jan 29, 2019",Milwaukee Bucks,115,Detroit Pistons,105
750,"Tue, Jan 29, 2019",Oklahoma City Thunder,126,Orlando Magic,117
751,"Tue, Jan 29, 2019",Chicago Bulls,117,Brooklyn Nets,122
752,"Tue, Jan 29, 2019",New Orleans Pelicans,121,Houston Rockets,116
753,"Tue, Jan 29, 2019",Phoenix Suns,124,San Antonio Spurs,126
754,"Tue, Jan 29, 2019",Philadelphia 76ers,121,Los Angeles Lakers,105
755,"Wed, Jan 30, 2019",Charlotte Hornets,94,Boston Celtics,126
756,"Wed, Jan 30, 2019",Chicago Bulls,105,Miami Heat,89
757,"Wed, Jan 30, 2019",Dallas Mavericks,114,New York Knicks,90
758,"Wed, Jan 30, 2019",Memphis Grizzlies,97,Minnesota Timberwolves,99
759,"Wed, Jan 30, 2019",Denver Nuggets,105,New Orleans Pelicans,99
760,"Wed, Jan 30, 2019",Indiana Pacers,89,Washington Wizards,107
761,"Wed, Jan 30, 2019",Atlanta Hawks,113,Sacramento Kings,135
762,"Wed, Jan 30, 2019",Utah Jazz,105,Portland Trail Blazers,132
763,"Thu, Jan 31, 2019",Dallas Mavericks,89,Detroit Pistons,93
764,"Thu, Jan 31, 2019",Indiana Pacers,100,Orlando Magic,107
765,"Thu, Jan 31, 2019",Milwaukee Bucks,105,Toronto Raptors,92
766,"Thu, Jan 31, 2019",Brooklyn Nets,114,San Antonio Spurs,117
767,"Thu, Jan 31, 2019",Philadelphia 76ers,113,Golden State Warriors,104
768,"Thu, Jan 31, 2019",Los Angeles Lakers,123,Los Angeles Clippers,120
769,"Fri, Feb 1, 2019",Memphis Grizzlies,92,Charlotte Hornets,100
770,"Fri, Feb 1, 2019",Boston Celtics,113,New York Knicks,99
771,"Fri, Feb 1, 2019",Oklahoma City Thunder,118,Miami Heat,102
772,"Fri, Feb 1, 2019",Atlanta Hawks,112,Utah Jazz,128
773,"Fri, Feb 1, 2019",Houston Rockets,122,Denver Nuggets,136
774,"Sat, Feb 2, 2019",Los Angeles Clippers,111,Detroit Pistons,101
775,"Sat, Feb 2, 2019",Chicago Bulls,118,Charlotte Hornets,125
776,"Sat, Feb 2, 2019",Brooklyn Nets,89,Orlando Magic,102
777,"Sat, Feb 2, 2019",Milwaukee Bucks,131,Washington Wizards,115
778,"Sat, Feb 2, 2019",Dallas Mavericks,111,Cleveland Cavaliers,98
779,"Sat, Feb 2, 2019",Indiana Pacers,95,Miami Heat,88
780,"Sat, Feb 2, 2019",Los Angeles Lakers,101,Golden State Warriors,115
781,"Sat, Feb 2, 2019",New Orleans Pelicans,108,San Antonio Spurs,113
782,"Sat, Feb 2, 2019",Denver Nuggets,107,Minnesota Timberwolves,106
783,"Sat, Feb 2, 2019",Atlanta Hawks,118,Phoenix Suns,112
784,"Sat, Feb 2, 2019",Houston Rockets,125,Utah Jazz,98
785,"Sat, Feb 2, 2019",Philadelphia 76ers,108,Sacramento Kings,115
786,"Sun, Feb 3, 2019",Memphis Grizzlies,96,New York Knicks,84
787,"Sun, Feb 3, 2019",Oklahoma City Thunder,129,Boston Celtics,134
788,"Sun, Feb 3, 2019",Los Angeles Clippers,103,Toronto Raptors,121
789,"Mon, Feb 4, 2019",Denver Nuggets,103,Detroit Pistons,129
790,"Mon, Feb 4, 2019",Atlanta Hawks,137,Washington Wizards,129
791,"Mon, Feb 4, 2019",Milwaukee Bucks,113,Brooklyn Nets,94
792,"Mon, Feb 4, 2019",Indiana Pacers,109,New Orleans Pelicans,107
793,"Mon, Feb 4, 2019",Houston Rockets,118,Phoenix Suns,110
794,"Mon, Feb 4, 2019",San Antonio Spurs,112,Sacramento Kings,127
795,"Tue, Feb 5, 2019",Los Angeles Clippers,117,Charlotte Hornets,115
796,"Tue, Feb 5, 2019",Boston Celtics,103,Cleveland Cavaliers,96
797,"Tue, Feb 5, 2019",Los Angeles Lakers,94,Indiana Pacers,136
798,"Tue, Feb 5, 2019",Detroit Pistons,105,New York Knicks,92
799,"Tue, Feb 5, 2019",Minnesota Timberwolves,106,Memphis Grizzlies,108
800,"Tue, Feb 5, 2019",Orlando Magic,122,Oklahoma City Thunder,132
801,"Tue, Feb 5, 2019",Toronto Raptors,119,Philadelphia 76ers,107
802,"Tue, Feb 5, 2019",Miami Heat,118,Portland Trail Blazers,108
803,"Wed, Feb 6, 2019",Denver Nuggets,130,Brooklyn Nets,135
804,"Wed, Feb 6, 2019",New Orleans Pelicans,125,Chicago Bulls,120
805,"Wed, Feb 6, 2019",Washington Wizards,129,Milwaukee Bucks,148
806,"Wed, Feb 6, 2019",Charlotte Hornets,93,Dallas Mavericks,99
807,"Wed, Feb 6, 2019",Phoenix Suns,88,Utah Jazz,116
808,"Wed, Feb 6, 2019",Houston Rockets,127,Sacramento Kings,101
809,"Wed, Feb 6, 2019",San Antonio Spurs,102,Golden State Warriors,141
810,"Thu, Feb 7, 2019",Los Angeles Clippers,92,Indiana Pacers,116
811,"Thu, Feb 7, 2019",Minnesota Timberwolves,112,Orlando Magic,122
812,"Thu, Feb 7, 2019",Toronto Raptors,119,Atlanta Hawks,101
813,"Thu, Feb 7, 2019",Los Angeles Lakers,129,Boston Celtics,128
814,"Thu, Feb 7, 2019",Memphis Grizzlies,95,Oklahoma City Thunder,117
815,"Thu, Feb 7, 2019",San Antonio Spurs,118,Portland Trail Blazers,127
816,"Fri, Feb 8, 2019",New York Knicks,103,Detroit Pistons,120
817,"Fri, Feb 8, 2019",Denver Nuggets,110,Philadelphia 76ers,117
818,"Fri, Feb 8, 2019",Cleveland Cavaliers,106,Washington Wizards,119
819,"Fri, Feb 8, 2019",Chicago Bulls,125,Brooklyn Nets,106
820,"Fri, Feb 8, 2019",Milwaukee Bucks,122,Dallas Mavericks,107
821,"Fri, Feb 8, 2019",Golden State Warriors,117,Phoenix Suns,107
822,"Fri, Feb 8, 2019",Minnesota Timberwolves,117,New Orleans Pelicans,122
823,"Fri, Feb 8, 2019",Miami Heat,96,Sacramento Kings,102
824,"Sat, Feb 9, 2019",San Antonio Spurs,105,Utah Jazz,125
825,"Sat, Feb 9, 2019",Cleveland Cavaliers,90,Indiana Pacers,105
826,"Sat, Feb 9, 2019",Charlotte Hornets,129,Atlanta Hawks,120
827,"Sat, Feb 9, 2019",Toronto Raptors,104,New York Knicks,99
828,"Sat, Feb 9, 2019",Los Angeles Clippers,123,Boston Celtics,112
829,"Sat, Feb 9, 2019",Washington Wizards,134,Chicago Bulls,125
830,"Sat, Feb 9, 2019",New Orleans Pelicans,90,Memphis Grizzlies,99
831,"Sat, Feb 9, 2019",Oklahoma City Thunder,117,Houston Rockets,112
832,"Sat, Feb 9, 2019",Orlando Magic,103,Milwaukee Bucks,83
833,"Sun, Feb 10, 2019",Portland Trail Blazers,101,Dallas Mavericks,102
834,"Sun, Feb 10, 2019",Los Angeles Lakers,120,Philadelphia 76ers,143
835,"Sun, Feb 10, 2019",Phoenix Suns,104,Sacramento Kings,117
836,"Sun, Feb 10, 2019",Orlando Magic,124,Atlanta Hawks,108
837,"Sun, Feb 10, 2019",Miami Heat,118,Golden State Warriors,120
838,"Mon, Feb 11, 2019",New York Knicks,104,Cleveland Cavaliers,107
839,"Mon, Feb 11, 2019",Washington Wizards,112,Detroit Pistons,121
840,"Mon, Feb 11, 2019",Charlotte Hornets,90,Indiana Pacers,99
841,"Mon, Feb 11, 2019",Brooklyn Nets,125,Toronto Raptors,127
842,"Mon, Feb 11, 2019",Milwaukee Bucks,112,Chicago Bulls,99
843,"Mon, Feb 11, 2019",Dallas Mavericks,104,Houston Rockets,120
844,"Mon, Feb 11, 2019",Los Angeles Clippers,120,Minnesota Timberwolves,130
845,"Mon, Feb 11, 2019",Portland Trail Blazers,111,Oklahoma City Thunder,120
846,"Mon, Feb 11, 2019",Miami Heat,87,Denver Nuggets,103
847,"Tue, Feb 12, 2019",Los Angeles Lakers,113,Atlanta Hawks,117
848,"Tue, Feb 12, 2019",San Antonio Spurs,108,Memphis Grizzlies,107
849,"Tue, Feb 12, 2019",Orlando Magic,118,New Orleans Pelicans,88
850,"Tue, Feb 12, 2019",Boston Celtics,112,Philadelphia 76ers,109
851,"Tue, Feb 12, 2019",Utah Jazz,108,Golden State Warriors,115
852,"Wed, Feb 13, 2019",Brooklyn Nets,148,Cleveland Cavaliers,139
853,"Wed, Feb 13, 2019",Milwaukee Bucks,106,Indiana Pacers,97
854,"Wed, Feb 13, 2019",Detroit Pistons,110,Boston Celtics,118
855,"Wed, Feb 13, 2019",Philadelphia 76ers,126,New York Knicks,111
856,"Wed, Feb 13, 2019",Washington Wizards,120,Toronto Raptors,129
857,"Wed, Feb 13, 2019",Memphis Grizzlies,110,Chicago Bulls,122
858,"Wed, Feb 13, 2019",Houston Rockets,111,Minnesota Timberwolves,121
859,"Wed, Feb 13, 2019",Miami Heat,112,Dallas Mavericks,101
860,"Wed, Feb 13, 2019",Sacramento Kings,118,Denver Nuggets,120
861,"Wed, Feb 13, 2019",Phoenix Suns,107,Los Angeles Clippers,134
862,"Wed, Feb 13, 2019",Golden State Warriors,107,Portland Trail Blazers,129
863,"Thu, Feb 14, 2019",Charlotte Hornets,89,Orlando Magic,127
864,"Thu, Feb 14, 2019",New York Knicks,106,Atlanta Hawks,91
865,"Thu, Feb 14, 2019",Oklahoma City Thunder,122,New Orleans Pelicans,131
866,"Thu, Feb 21, 2019",Phoenix Suns,98,Cleveland Cavaliers,111
867,"Thu, Feb 21, 2019",Miami Heat,102,Philadelphia 76ers,106
868,"Thu, Feb 21, 2019",Portland Trail Blazers,113,Brooklyn Nets,99
869,"Thu, Feb 21, 2019",Boston Celtics,97,Milwaukee Bucks,98
870,"Thu, Feb 21, 2019",Sacramento Kings,123,Golden State Warriors,125
871,"Thu, Feb 21, 2019",Houston Rockets,106,Los Angeles Lakers,111
872,"Fri, Feb 22, 2019",Washington Wizards,110,Charlotte Hornets,123
873,"Fri, Feb 22, 2019",New Orleans Pelicans,111,Indiana Pacers,126
874,"Fri, Feb 22, 2019",Chicago Bulls,110,Orlando Magic,109
875,"Fri, Feb 22, 2019",San Antonio Spurs,117,Toronto Raptors,120
876,"Fri, Feb 22, 2019",Detroit Pistons,125,Atlanta Hawks,122
877,"Fri, Feb 22, 2019",Minnesota Timberwolves,115,New York Knicks,104
878,"Fri, Feb 22, 2019",Los Angeles Clippers,112,Memphis Grizzlies,106
879,"Fri, Feb 22, 2019",Denver Nuggets,114,Dallas Mavericks,104
880,"Fri, Feb 22, 2019",Utah Jazz,147,Oklahoma City Thunder,148
881,"Sat, Feb 23, 2019",Portland Trail Blazers,130,Philadelphia 76ers,115
882,"Sat, Feb 23, 2019",Phoenix Suns,112,Atlanta Hawks,120
883,"Sat, Feb 23, 2019",Brooklyn Nets,117,Charlotte Hornets,115
884,"Sat, Feb 23, 2019",Memphis Grizzlies,107,Cleveland Cavaliers,112
885,"Sat, Feb 23, 2019",Los Angeles Lakers,115,New Orleans Pelicans,128
886,"Sat, Feb 23, 2019",Indiana Pacers,119,Washington Wizards,112
887,"Sat, Feb 23, 2019",Detroit Pistons,119,Miami Heat,96
888,"Sat, Feb 23, 2019",Boston Celtics,116,Chicago Bulls,126
889,"Sat, Feb 23, 2019",Sacramento Kings,119,Oklahoma City Thunder,116
890,"Sat, Feb 23, 2019",Houston Rockets,118,Golden State Warriors,112
891,"Sat, Feb 23, 2019",Minnesota Timberwolves,128,Milwaukee Bucks,140
892,"Sat, Feb 23, 2019",Dallas Mavericks,109,Utah Jazz,125
893,"Sun, Feb 24, 2019",Orlando Magic,113,Toronto Raptors,98
894,"Sun, Feb 24, 2019",Los Angeles Clippers,96,Denver Nuggets,123
895,"Sun, Feb 24, 2019",San Antonio Spurs,118,New York Knicks,130
896,"Mon, Feb 25, 2019",Golden State Warriors,121,Charlotte Hornets,110
897,"Mon, Feb 25, 2019",Portland Trail Blazers,123,Cleveland Cavaliers,110
898,"Mon, Feb 25, 2019",Indiana Pacers,109,Detroit Pistons,113
899,"Mon, Feb 25, 2019",San Antonio Spurs,85,Brooklyn Nets,101
900,"Mon, Feb 25, 2019",Phoenix Suns,124,Miami Heat,121
901,"Mon, Feb 25, 2019",Milwaukee Bucks,117,Chicago Bulls,106
902,"Mon, Feb 25, 2019",Atlanta Hawks,111,Houston Rockets,119
903,"Mon, Feb 25, 2019",Los Angeles Lakers,105,Memphis Grizzlies,110
904,"Mon, Feb 25, 2019",Sacramento Kings,105,Minnesota Timberwolves,112
905,"Mon, Feb 25, 2019",Philadelphia 76ers,111,New Orleans Pelicans,110
906,"Mon, Feb 25, 2019",Dallas Mavericks,112,Los Angeles Clippers,121
907,"Tue, Feb 26, 2019",Orlando Magic,103,New York Knicks,108
908,"Tue, Feb 26, 2019",Boston Celtics,95,Toronto Raptors,118
909,"Tue, Feb 26, 2019",Oklahoma City Thunder,112,Denver Nuggets,121
910,"Wed, Feb 27, 2019",Houston Rockets,118,Charlotte Hornets,113
911,"Wed, Feb 27, 2019",Minnesota Timberwolves,123,Atlanta Hawks,131
912,"Wed, Feb 27, 2019",Washington Wizards,125,Brooklyn Nets,116
913,"Wed, Feb 27, 2019",Golden State Warriors,125,Miami Heat,126
914,"Wed, Feb 27, 2019",Portland Trail Blazers,97,Boston Celtics,92
915,"Wed, Feb 27, 2019",Chicago Bulls,109,Memphis Grizzlies,107
916,"Wed, Feb 27, 2019",Indiana Pacers,101,Dallas Mavericks,110
917,"Wed, Feb 27, 2019",Detroit Pistons,93,San Antonio Spurs,105
918,"Wed, Feb 27, 2019",Los Angeles Clippers,105,Utah Jazz,111
919,"Wed, Feb 27, 2019",Milwaukee Bucks,141,Sacramento Kings,140
920,"Wed, Feb 27, 2019",New Orleans Pelicans,119,Los Angeles Lakers,125
921,"Thu, Feb 28, 2019",Minnesota Timberwolves,115,Indiana Pacers,122
922,"Thu, Feb 28, 2019",Golden State Warriors,96,Orlando Magic,103
923,"Thu, Feb 28, 2019",Cleveland Cavaliers,125,New York Knicks,118
924,"Thu, Feb 28, 2019",Miami Heat,118,Houston Rockets,121
925,"Thu, Feb 28, 2019",Philadelphia 76ers,108,Oklahoma City Thunder,104
926,"Thu, Feb 28, 2019",Utah Jazz,111,Denver Nuggets,104
927,"Fri, Mar 1, 2019",Chicago Bulls,168,Atlanta Hawks,161
928,"Fri, Mar 1, 2019",Charlotte Hornets,123,Brooklyn Nets,112
929,"Fri, Mar 1, 2019",Washington Wizards,96,Boston Celtics,107
930,"Fri, Mar 1, 2019",Portland Trail Blazers,117,Toronto Raptors,119
931,"Fri, Mar 1, 2019",New Orleans Pelicans,130,Phoenix Suns,116
932,"Fri, Mar 1, 2019",Los Angeles Clippers,116,Sacramento Kings,109
933,"Fri, Mar 1, 2019",Milwaukee Bucks,131,Los Angeles Lakers,120
934,"Sat, Mar 2, 2019",Detroit Pistons,129,Cleveland Cavaliers,93
935,"Sat, Mar 2, 2019",Orlando Magic,117,Indiana Pacers,112
936,"Sat, Mar 2, 2019",Brooklyn Nets,88,Miami Heat,117
937,"Sat, Mar 2, 2019",Memphis Grizzlies,111,Dallas Mavericks,81
938,"Sat, Mar 2, 2019",Golden State Warriors,120,Philadelphia 76ers,117
939,"Sat, Mar 2, 2019",Oklahoma City Thunder,102,San Antonio Spurs,116
940,"Sat, Mar 2, 2019",New Orleans Pelicans,120,Denver Nuggets,112
941,"Sat, Mar 2, 2019",Los Angeles Lakers,109,Phoenix Suns,118
942,"Sat, Mar 2, 2019",Milwaukee Bucks,111,Utah Jazz,115
943,"Sun, Mar 3, 2019",Portland Trail Blazers,118,Charlotte Hornets,108
944,"Sun, Mar 3, 2019",Houston Rockets,115,Boston Celtics,104
945,"Sun, Mar 3, 2019",Atlanta Hawks,123,Chicago Bulls,118
946,"Sun, Mar 3, 2019",New York Knicks,107,Los Angeles Clippers,128
947,"Sun, Mar 3, 2019",Orlando Magic,93,Cleveland Cavaliers,107
948,"Sun, Mar 3, 2019",Toronto Raptors,107,Detroit Pistons,112
949,"Sun, Mar 3, 2019",Minnesota Timberwolves,121,Washington Wizards,135
950,"Sun, Mar 3, 2019",Memphis Grizzlies,95,Oklahoma City Thunder,99
951,"Mon, Mar 4, 2019",Dallas Mavericks,88,Brooklyn Nets,127
952,"Mon, Mar 4, 2019",Atlanta Hawks,113,Miami Heat,114
953,"Mon, Mar 4, 2019",Denver Nuggets,103,San Antonio Spurs,104
954,"Mon, Mar 4, 2019",Milwaukee Bucks,105,Phoenix Suns,114
955,"Mon, Mar 4, 2019",New Orleans Pelicans,115,Utah Jazz,112
956,"Mon, Mar 4, 2019",New York Knicks,108,Sacramento Kings,115
957,"Mon, Mar 4, 2019",Los Angeles Clippers,113,Los Angeles Lakers,105
958,"Tue, Mar 5, 2019",Chicago Bulls,96,Indiana Pacers,105
959,"Tue, Mar 5, 2019",Orlando Magic,106,Philadelphia 76ers,114
960,"Tue, Mar 5, 2019",Portland Trail Blazers,111,Memphis Grizzlies,120
961,"Tue, Mar 5, 2019",Oklahoma City Thunder,120,Minnesota Timberwolves,131
962,"Tue, Mar 5, 2019",Houston Rockets,107,Toronto Raptors,95
963,"Tue, Mar 5, 2019",Boston Celtics,128,Golden State Warriors,95
964,"Wed, Mar 6, 2019",Miami Heat,91,Charlotte Hornets,84
965,"Wed, Mar 6, 2019",Minnesota Timberwolves,114,Detroit Pistons,131
966,"Wed, Mar 6, 2019",Dallas Mavericks,123,Washington Wizards,132
967,"Wed, Mar 6, 2019",San Antonio Spurs,111,Atlanta Hawks,104
968,"Wed, Mar 6, 2019",Cleveland Cavaliers,107,Brooklyn Nets,113
969,"Wed, Mar 6, 2019",Philadelphia 76ers,107,Chicago Bulls,108
970,"Wed, Mar 6, 2019",Utah Jazz,114,New Orleans Pelicans,104
971,"Wed, Mar 6, 2019",New York Knicks,96,Phoenix Suns,107
972,"Wed, Mar 6, 2019",Boston Celtics,111,Sacramento Kings,109
973,"Wed, Mar 6, 2019",Denver Nuggets,115,Los Angeles Lakers,99
974,"Thu, Mar 7, 2019",Indiana Pacers,98,Milwaukee Bucks,117
975,"Thu, Mar 7, 2019",Oklahoma City Thunder,129,Portland Trail Blazers,121
976,"Fri, Mar 8, 2019",Washington Wizards,111,Charlotte Hornets,112
977,"Fri, Mar 8, 2019",Dallas Mavericks,106,Orlando Magic,111
978,"Fri, Mar 8, 2019",Detroit Pistons,112,Chicago Bulls,104
979,"Fri, Mar 8, 2019",Philadelphia 76ers,91,Houston Rockets,107
980,"Fri, Mar 8, 2019",Utah Jazz,104,Memphis Grizzlies,114
981,"Fri, Mar 8, 2019",Cleveland Cavaliers,110,Miami Heat,126
982,"Fri, Mar 8, 2019",Toronto Raptors,127,New Orleans Pelicans,104
983,"Fri, Mar 8, 2019",Denver Nuggets,105,Golden State Warriors,122
984,"Fri, Mar 8, 2019",Oklahoma City Thunder,110,Los Angeles Clippers,118
985,"Sat, Mar 9, 2019",Sacramento Kings,102,New York Knicks,94
986,"Sat, Mar 9, 2019",Brooklyn Nets,114,Atlanta Hawks,112
987,"Sat, Mar 9, 2019",Washington Wizards,130,Minnesota Timberwolves,135
988,"Sat, Mar 9, 2019",Boston Celtics,120,Los Angeles Lakers,107
989,"Sat, Mar 9, 2019",Charlotte Hornets,114,Milwaukee Bucks,131
990,"Sat, Mar 9, 2019",Phoenix Suns,120,Portland Trail Blazers,127
991,"Sun, Mar 10, 2019",Chicago Bulls,108,Detroit Pistons,131
992,"Sun, Mar 10, 2019",Toronto Raptors,125,Miami Heat,104
993,"Sun, Mar 10, 2019",Indiana Pacers,89,Philadelphia 76ers,106
994,"Sun, Mar 10, 2019",New Orleans Pelicans,116,Atlanta Hawks,128
995,"Sun, Mar 10, 2019",Orlando Magic,97,Memphis Grizzlies,105
996,"Sun, Mar 10, 2019",Houston Rockets,94,Dallas Mavericks,93
997,"Sun, Mar 10, 2019",New York Knicks,92,Minnesota Timberwolves,103
998,"Sun, Mar 10, 2019",Milwaukee Bucks,114,San Antonio Spurs,121
999,"Sun, Mar 10, 2019",Phoenix Suns,115,Golden State Warriors,111
1000,"Mon, Mar 11, 2019",Toronto Raptors,101,Cleveland Cavaliers,126
1001,"Mon, Mar 11, 2019",Sacramento Kings,115,Washington Wizards,121
1002,"Mon, Mar 11, 2019",Detroit Pistons,75,Brooklyn Nets,103
1003,"Mon, Mar 11, 2019",Charlotte Hornets,106,Houston Rockets,118
1004,"Mon, Mar 11, 2019",Oklahoma City Thunder,98,Utah Jazz,89
1005,"Mon, Mar 11, 2019",Boston Celtics,115,Los Angeles Clippers,140
1006,"Tue, Mar 12, 2019",New York Knicks,98,Indiana Pacers,103
1007,"Tue, Mar 12, 2019",Cleveland Cavaliers,99,Philadelphia 76ers,106
1008,"Tue, Mar 12, 2019",Los Angeles Lakers,123,Chicago Bulls,107
1009,"Tue, Mar 12, 2019",San Antonio Spurs,112,Dallas Mavericks,105
1010,"Tue, Mar 12, 2019",Milwaukee Bucks,130,New Orleans Pelicans,113
1011,"Tue, Mar 12, 2019",Minnesota Timberwolves,107,Denver Nuggets,133
1012,"Tue, Mar 12, 2019",Portland Trail Blazers,125,Los Angeles Clippers,104
1013,"Wed, Mar 13, 2019",Brooklyn Nets,96,Oklahoma City Thunder,108
1014,"Wed, Mar 13, 2019",Orlando Magic,90,Washington Wizards,100
1015,"Wed, Mar 13, 2019",Memphis Grizzlies,111,Atlanta Hawks,132
1016,"Wed, Mar 13, 2019",Detroit Pistons,74,Miami Heat,108
1017,"Wed, Mar 13, 2019",Golden State Warriors,106,Houston Rockets,104
1018,"Wed, Mar 13, 2019",Utah Jazz,114,Phoenix Suns,97
1019,"Thu, Mar 14, 2019",Oklahoma City Thunder,106,Indiana Pacers,108
1020,"Thu, Mar 14, 2019",Cleveland Cavaliers,91,Orlando Magic,120
1021,"Thu, Mar 14, 2019",Sacramento Kings,120,Boston Celtics,126
1022,"Thu, Mar 14, 2019",Los Angeles Lakers,98,Toronto Raptors,111
1023,"Thu, Mar 14, 2019",Minnesota Timberwolves,100,Utah Jazz,120
1024,"Thu, Mar 14, 2019",Dallas Mavericks,99,Denver Nuggets,100
1025,"Fri, Mar 15, 2019",Los Angeles Lakers,97,Detroit Pistons,111
1026,"Fri, Mar 15, 2019",Sacramento Kings,114,Philadelphia 76ers,123
1027,"Fri, Mar 15, 2019",Charlotte Hornets,116,Washington Wizards,110
1028,"Fri, Mar 15, 2019",Phoenix Suns,102,Houston Rockets,108
1029,"Fri, Mar 15, 2019",Milwaukee Bucks,113,Miami Heat,98
1030,"Fri, Mar 15, 2019",Portland Trail Blazers,122,New Orleans Pelicans,110
1031,"Fri, Mar 15, 2019",New York Knicks,83,San Antonio Spurs,109
1032,"Fri, Mar 15, 2019",Chicago Bulls,121,Los Angeles Clippers,128
1033,"Sat, Mar 16, 2019",Atlanta Hawks,120,Boston Celtics,129
1034,"Sat, Mar 16, 2019",Phoenix Suns,138,New Orleans Pelicans,136
1035,"Sat, Mar 16, 2019",Memphis Grizzlies,128,Washington Wizards,135
1036,"Sat, Mar 16, 2019",Cleveland Cavaliers,116,Dallas Mavericks,121
1037,"Sat, Mar 16, 2019",Golden State Warriors,110,Oklahoma City Thunder,88
