,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
346,"Sat, Dec 13, 2014",Detroit Pistons,95,Sacramento Kings,90
347,"Sun, Dec 14, 2014",Chicago Bulls,93,Miami Heat,75
348,"Sun, Dec 14, 2014",Golden State Warriors,128,New Orleans Pelicans,122
349,"Sun, Dec 14, 2014",Utah Jazz,84,Washington Wizards,93
350,"Sun, Dec 14, 2014",Los Angeles Lakers,100,Minnesota Timberwolves,94
351,"Sun, Dec 14, 2014",Phoenix Suns,88,Oklahoma City Thunder,112
352,"Sun, Dec 14, 2014",Toronto Raptors,95,New York Knicks,90
353,"Sun, Dec 14, 2014",San Antonio Spurs,99,Denver Nuggets,91
354,"Mon, Dec 15, 2014",Charlotte Hornets,88,Cleveland Cavaliers,97
355,"Mon, Dec 15, 2014",Los Angeles Lakers,91,Indiana Pacers,110
356,"Mon, Dec 15, 2014",Boston Celtics,105,Philadelphia 76ers,87
357,"Mon, Dec 15, 2014",Chicago Bulls,86,Atlanta Hawks,93
358,"Mon, Dec 15, 2014",Orlando Magic,82,Toronto Raptors,95
359,"Mon, Dec 15, 2014",Milwaukee Bucks,96,Phoenix Suns,94
360,"Mon, Dec 15, 2014",San Antonio Spurs,95,Portland Trail Blazers,108
361,"Mon, Dec 15, 2014",Detroit Pistons,91,Los Angeles Clippers,113
362,"Tue, Dec 16, 2014",Minnesota Timberwolves,95,Washington Wizards,109
363,"Tue, Dec 16, 2014",Miami Heat,95,Brooklyn Nets,91
364,"Tue, Dec 16, 2014",Golden State Warriors,98,Memphis Grizzlies,105
365,"Tue, Dec 16, 2014",Utah Jazz,111,New Orleans Pelicans,119
366,"Tue, Dec 16, 2014",Dallas Mavericks,107,New York Knicks,87
367,"Tue, Dec 16, 2014",Oklahoma City Thunder,104,Sacramento Kings,92
368,"Wed, Dec 17, 2014",Phoenix Suns,111,Charlotte Hornets,106
369,"Wed, Dec 17, 2014",Atlanta Hawks,127,Cleveland Cavaliers,98
370,"Wed, Dec 17, 2014",Orlando Magic,92,Boston Celtics,109
371,"Wed, Dec 17, 2014",Dallas Mavericks,117,Detroit Pistons,106
372,"Wed, Dec 17, 2014",Utah Jazz,105,Miami Heat,87
373,"Wed, Dec 17, 2014",Brooklyn Nets,89,Toronto Raptors,105
374,"Wed, Dec 17, 2014",Memphis Grizzlies,117,San Antonio Spurs,116
375,"Wed, Dec 17, 2014",Milwaukee Bucks,97,Portland Trail Blazers,104
376,"Wed, Dec 17, 2014",Houston Rockets,115,Denver Nuggets,111
377,"Wed, Dec 17, 2014",Indiana Pacers,100,Los Angeles Clippers,102
378,"Thu, Dec 18, 2014",New York Knicks,97,Chicago Bulls,103
379,"Thu, Dec 18, 2014",New Orleans Pelicans,99,Houston Rockets,90
380,"Thu, Dec 18, 2014",Milwaukee Bucks,108,Sacramento Kings,107
381,"Thu, Dec 18, 2014",Oklahoma City Thunder,109,Golden State Warriors,114
382,"Fri, Dec 19, 2014",Utah Jazz,101,Orlando Magic,94
383,"Fri, Dec 19, 2014",Charlotte Hornets,109,Philadelphia 76ers,91
384,"Fri, Dec 19, 2014",Minnesota Timberwolves,98,Boston Celtics,114
385,"Fri, Dec 19, 2014",Brooklyn Nets,91,Cleveland Cavaliers,95
386,"Fri, Dec 19, 2014",Toronto Raptors,110,Detroit Pistons,100
387,"Fri, Dec 19, 2014",Washington Wizards,105,Miami Heat,103
388,"Fri, Dec 19, 2014",Chicago Bulls,103,Memphis Grizzlies,97
389,"Fri, Dec 19, 2014",Portland Trail Blazers,129,San Antonio Spurs,119
390,"Fri, Dec 19, 2014",Los Angeles Clippers,106,Denver Nuggets,109
391,"Fri, Dec 19, 2014",Oklahoma City Thunder,104,Los Angeles Lakers,103
392,"Sat, Dec 20, 2014",Phoenix Suns,99,New York Knicks,90
393,"Sat, Dec 20, 2014",Utah Jazz,86,Charlotte Hornets,104
394,"Sat, Dec 20, 2014",Portland Trail Blazers,114,New Orleans Pelicans,88
395,"Sat, Dec 20, 2014",Atlanta Hawks,104,Houston Rockets,97
396,"Sat, Dec 20, 2014",San Antonio Spurs,93,Dallas Mavericks,99
397,"Sat, Dec 20, 2014",Indiana Pacers,73,Denver Nuggets,76
398,"Sat, Dec 20, 2014",Milwaukee Bucks,102,Los Angeles Clippers,106
399,"Sun, Dec 21, 2014",New York Knicks,108,Toronto Raptors,118
400,"Sun, Dec 21, 2014",Memphis Grizzlies,91,Cleveland Cavaliers,105
401,"Sun, Dec 21, 2014",Detroit Pistons,105,Brooklyn Nets,110
402,"Sun, Dec 21, 2014",Boston Celtics,84,Miami Heat,100
403,"Sun, Dec 21, 2014",Philadelphia 76ers,96,Orlando Magic,88
404,"Sun, Dec 21, 2014",Los Angeles Lakers,101,Sacramento Kings,108
405,"Sun, Dec 21, 2014",Phoenix Suns,104,Washington Wizards,92
406,"Sun, Dec 21, 2014",Indiana Pacers,100,Minnesota Timberwolves,96
407,"Sun, Dec 21, 2014",New Orleans Pelicans,101,Oklahoma City Thunder,99
408,"Mon, Dec 22, 2014",Denver Nuggets,82,Charlotte Hornets,110
409,"Mon, Dec 22, 2014",Toronto Raptors,120,Chicago Bulls,129
410,"Mon, Dec 22, 2014",Portland Trail Blazers,95,Houston Rockets,110
411,"Mon, Dec 22, 2014",Utah Jazz,97,Memphis Grizzlies,91
412,"Mon, Dec 22, 2014",Atlanta Hawks,105,Dallas Mavericks,102
413,"Mon, Dec 22, 2014",Los Angeles Clippers,118,San Antonio Spurs,125
414,"Mon, Dec 22, 2014",Sacramento Kings,108,Golden State Warriors,128
415,"Tue, Dec 23, 2014",Minnesota Timberwolves,104,Cleveland Cavaliers,125
416,"Tue, Dec 23, 2014",New Orleans Pelicans,84,Indiana Pacers,96
417,"Tue, Dec 23, 2014",Boston Celtics,95,Orlando Magic,100
418,"Tue, Dec 23, 2014",Chicago Bulls,99,Washington Wizards,91
419,"Tue, Dec 23, 2014",Los Angeles Clippers,104,Atlanta Hawks,107
420,"Tue, Dec 23, 2014",Denver Nuggets,96,Brooklyn Nets,102
421,"Tue, Dec 23, 2014",Philadelphia 76ers,91,Miami Heat,87
422,"Tue, Dec 23, 2014",Charlotte Hornets,108,Milwaukee Bucks,101
423,"Tue, Dec 23, 2014",Portland Trail Blazers,115,Oklahoma City Thunder,111
424,"Tue, Dec 23, 2014",Dallas Mavericks,115,Phoenix Suns,124
425,"Tue, Dec 23, 2014",Golden State Warriors,105,Los Angeles Lakers,115
426,"Thu, Dec 25, 2014",Washington Wizards,102,New York Knicks,91
427,"Thu, Dec 25, 2014",Oklahoma City Thunder,114,San Antonio Spurs,106
428,"Thu, Dec 25, 2014",Cleveland Cavaliers,91,Miami Heat,101
429,"Thu, Dec 25, 2014",Los Angeles Lakers,93,Chicago Bulls,113
430,"Thu, Dec 25, 2014",Golden State Warriors,86,Los Angeles Clippers,100
431,"Fri, Dec 26, 2014",Brooklyn Nets,109,Boston Celtics,107
432,"Fri, Dec 26, 2014",Cleveland Cavaliers,98,Orlando Magic,89
433,"Fri, Dec 26, 2014",Milwaukee Bucks,107,Atlanta Hawks,77
434,"Fri, Dec 26, 2014",Indiana Pacers,109,Detroit Pistons,119
435,"Fri, Dec 26, 2014",Houston Rockets,117,Memphis Grizzlies,111
436,"Fri, Dec 26, 2014",San Antonio Spurs,90,New Orleans Pelicans,97
437,"Fri, Dec 26, 2014",Charlotte Hornets,75,Oklahoma City Thunder,98
438,"Fri, Dec 26, 2014",Los Angeles Lakers,98,Dallas Mavericks,102
439,"Fri, Dec 26, 2014",Minnesota Timberwolves,102,Denver Nuggets,106
440,"Fri, Dec 26, 2014",Philadelphia 76ers,93,Portland Trail Blazers,114
441,"Fri, Dec 26, 2014",Phoenix Suns,115,Sacramento Kings,106
442,"Sat, Dec 27, 2014",Toronto Raptors,110,Los Angeles Clippers,98
443,"Sat, Dec 27, 2014",Orlando Magic,102,Charlotte Hornets,94
444,"Sat, Dec 27, 2014",Boston Celtics,88,Washington Wizards,101
445,"Sat, Dec 27, 2014",Memphis Grizzlies,103,Miami Heat,95
446,"Sat, Dec 27, 2014",Indiana Pacers,110,Brooklyn Nets,85
447,"Sat, Dec 27, 2014",New Orleans Pelicans,100,Chicago Bulls,107
448,"Sat, Dec 27, 2014",Atlanta Hawks,90,Milwaukee Bucks,85
449,"Sat, Dec 27, 2014",Philadelphia 76ers,71,Utah Jazz,88
450,"Sat, Dec 27, 2014",New York Knicks,129,Sacramento Kings,135
451,"Sat, Dec 27, 2014",Minnesota Timberwolves,97,Golden State Warriors,110
452,"Sun, Dec 28, 2014",Detroit Pistons,103,Cleveland Cavaliers,80
453,"Sun, Dec 28, 2014",Houston Rockets,106,San Antonio Spurs,110
454,"Sun, Dec 28, 2014",Oklahoma City Thunder,107,Dallas Mavericks,112
455,"Sun, Dec 28, 2014",Toronto Raptors,116,Denver Nuggets,102
456,"Sun, Dec 28, 2014",New York Knicks,79,Portland Trail Blazers,101
457,"Sun, Dec 28, 2014",Phoenix Suns,116,Los Angeles Lakers,107
458,"Mon, Dec 29, 2014",Milwaukee Bucks,104,Charlotte Hornets,94
459,"Mon, Dec 29, 2014",Chicago Bulls,92,Indiana Pacers,90
460,"Mon, Dec 29, 2014",Sacramento Kings,99,Brooklyn Nets,107
461,"Mon, Dec 29, 2014",Orlando Magic,102,Miami Heat,101
462,"Mon, Dec 29, 2014",Washington Wizards,104,Houston Rockets,103
463,"Mon, Dec 29, 2014",Utah Jazz,97,Los Angeles Clippers,101
464,"Tue, Dec 30, 2014",Detroit Pistons,109,Orlando Magic,86
465,"Tue, Dec 30, 2014",Cleveland Cavaliers,101,Atlanta Hawks,109
466,"Tue, Dec 30, 2014",Brooklyn Nets,96,Chicago Bulls,82
467,"Tue, Dec 30, 2014",San Antonio Spurs,87,Memphis Grizzlies,95
468,"Tue, Dec 30, 2014",Phoenix Suns,106,New Orleans Pelicans,110
469,"Tue, Dec 30, 2014",Washington Wizards,87,Dallas Mavericks,114
470,"Tue, Dec 30, 2014",Los Angeles Lakers,111,Denver Nuggets,103
471,"Tue, Dec 30, 2014",Minnesota Timberwolves,94,Utah Jazz,100
472,"Tue, Dec 30, 2014",Toronto Raptors,97,Portland Trail Blazers,102
473,"Tue, Dec 30, 2014",Philadelphia 76ers,86,Golden State Warriors,126
474,"Wed, Dec 31, 2014",Sacramento Kings,84,Boston Celtics,106
475,"Wed, Dec 31, 2014",Miami Heat,95,Indiana Pacers,106
476,"Wed, Dec 31, 2014",New York Knicks,78,Los Angeles Clippers,99
477,"Wed, Dec 31, 2014",Milwaukee Bucks,96,Cleveland Cavaliers,80
478,"Wed, Dec 31, 2014",Charlotte Hornets,83,Houston Rockets,102
479,"Wed, Dec 31, 2014",New Orleans Pelicans,93,San Antonio Spurs,95
480,"Wed, Dec 31, 2014",Phoenix Suns,134,Oklahoma City Thunder,137
481,"Thu, Jan 1, 2015",Denver Nuggets,101,Chicago Bulls,106
482,"Thu, Jan 1, 2015",Sacramento Kings,110,Minnesota Timberwolves,107
483,"Fri, Jan 2, 2015",Cleveland Cavaliers,91,Charlotte Hornets,87
484,"Fri, Jan 2, 2015",Brooklyn Nets,100,Orlando Magic,98
485,"Fri, Jan 2, 2015",Dallas Mavericks,119,Boston Celtics,101
486,"Fri, Jan 2, 2015",Detroit Pistons,97,New York Knicks,81
487,"Fri, Jan 2, 2015",Houston Rockets,83,New Orleans Pelicans,111
488,"Fri, Jan 2, 2015",Washington Wizards,102,Oklahoma City Thunder,109
489,"Fri, Jan 2, 2015",Indiana Pacers,94,Milwaukee Bucks,91
490,"Fri, Jan 2, 2015",Philadelphia 76ers,96,Phoenix Suns,112
491,"Fri, Jan 2, 2015",Atlanta Hawks,98,Utah Jazz,92
492,"Fri, Jan 2, 2015",Toronto Raptors,105,Golden State Warriors,126
493,"Fri, Jan 2, 2015",Memphis Grizzlies,109,Los Angeles Lakers,106
494,"Sat, Jan 3, 2015",Charlotte Hornets,98,Orlando Magic,90
495,"Sat, Jan 3, 2015",Boston Celtics,104,Chicago Bulls,109
496,"Sat, Jan 3, 2015",Miami Heat,79,Houston Rockets,115
497,"Sat, Jan 3, 2015",Utah Jazz,101,Minnesota Timberwolves,89
498,"Sat, Jan 3, 2015",Washington Wizards,92,San Antonio Spurs,101
499,"Sat, Jan 3, 2015",Memphis Grizzlies,85,Denver Nuggets,114
500,"Sat, Jan 3, 2015",Atlanta Hawks,115,Portland Trail Blazers,107
501,"Sat, Jan 3, 2015",Philadelphia 76ers,91,Los Angeles Clippers,127
502,"Sun, Jan 4, 2015",Dallas Mavericks,109,Cleveland Cavaliers,90
503,"Sun, Jan 4, 2015",Sacramento Kings,95,Detroit Pistons,114
504,"Sun, Jan 4, 2015",Brooklyn Nets,84,Miami Heat,88
505,"Sun, Jan 4, 2015",Milwaukee Bucks,95,New York Knicks,82
506,"Sun, Jan 4, 2015",Toronto Raptors,109,Phoenix Suns,125
507,"Sun, Jan 4, 2015",Indiana Pacers,87,Los Angeles Lakers,88
508,"Mon, Jan 5, 2015",Cleveland Cavaliers,92,Philadelphia 76ers,95
509,"Mon, Jan 5, 2015",Charlotte Hornets,104,Boston Celtics,95
510,"Mon, Jan 5, 2015",Dallas Mavericks,96,Brooklyn Nets,88
511,"Mon, Jan 5, 2015",Houston Rockets,105,Chicago Bulls,114
512,"Mon, Jan 5, 2015",New York Knicks,83,Memphis Grizzlies,105
513,"Mon, Jan 5, 2015",Denver Nuggets,110,Minnesota Timberwolves,101
514,"Mon, Jan 5, 2015",Washington Wizards,92,New Orleans Pelicans,85
515,"Mon, Jan 5, 2015",Indiana Pacers,105,Utah Jazz,101
516,"Mon, Jan 5, 2015",Los Angeles Lakers,94,Portland Trail Blazers,98
517,"Mon, Jan 5, 2015",Oklahoma City Thunder,91,Golden State Warriors,117
518,"Mon, Jan 5, 2015",Atlanta Hawks,107,Los Angeles Clippers,98
519,"Tue, Jan 6, 2015",Phoenix Suns,102,Milwaukee Bucks,96
520,"Tue, Jan 6, 2015",Detroit Pistons,105,San Antonio Spurs,104
521,"Wed, Jan 7, 2015",New Orleans Pelicans,94,Charlotte Hornets,98
522,"Wed, Jan 7, 2015",Houston Rockets,105,Cleveland Cavaliers,93
523,"Wed, Jan 7, 2015",Milwaukee Bucks,97,Philadelphia 76ers,77
524,"Wed, Jan 7, 2015",New York Knicks,91,Washington Wizards,101
525,"Wed, Jan 7, 2015",Memphis Grizzlies,86,Atlanta Hawks,96
526,"Wed, Jan 7, 2015",Boston Celtics,89,Brooklyn Nets,81
527,"Wed, Jan 7, 2015",Utah Jazz,97,Chicago Bulls,77
528,"Wed, Jan 7, 2015",Detroit Pistons,108,Dallas Mavericks,95
529,"Wed, Jan 7, 2015",Orlando Magic,90,Denver Nuggets,93
530,"Wed, Jan 7, 2015",Phoenix Suns,113,Minnesota Timberwolves,111
531,"Wed, Jan 7, 2015",Oklahoma City Thunder,83,Sacramento Kings,104
532,"Wed, Jan 7, 2015",Indiana Pacers,102,Golden State Warriors,117
533,"Wed, Jan 7, 2015",Los Angeles Lakers,89,Los Angeles Clippers,114
534,"Thu, Jan 8, 2015",Charlotte Hornets,103,Toronto Raptors,95
535,"Thu, Jan 8, 2015",Houston Rockets,120,New York Knicks,96
536,"Thu, Jan 8, 2015",Miami Heat,83,Portland Trail Blazers,99
537,"Fri, Jan 9, 2015",Boston Celtics,103,Indiana Pacers,107
538,"Fri, Jan 9, 2015",Philadelphia 76ers,90,Brooklyn Nets,88
539,"Fri, Jan 9, 2015",Atlanta Hawks,106,Detroit Pistons,103
540,"Fri, Jan 9, 2015",Memphis Grizzlies,95,New Orleans Pelicans,106
541,"Fri, Jan 9, 2015",Utah Jazz,94,Oklahoma City Thunder,99
542,"Fri, Jan 9, 2015",Chicago Bulls,86,Washington Wizards,102
543,"Fri, Jan 9, 2015",Minnesota Timberwolves,84,Milwaukee Bucks,98
544,"Fri, Jan 9, 2015",Phoenix Suns,95,San Antonio Spurs,100
545,"Fri, Jan 9, 2015",Denver Nuggets,118,Sacramento Kings,108
546,"Fri, Jan 9, 2015",Cleveland Cavaliers,94,Golden State Warriors,112
547,"Fri, Jan 9, 2015",Orlando Magic,84,Los Angeles Lakers,101
548,"Sat, Jan 10, 2015",Charlotte Hornets,110,New York Knicks,82
549,"Sat, Jan 10, 2015",Dallas Mavericks,100,Los Angeles Clippers,120
550,"Sat, Jan 10, 2015",Brooklyn Nets,93,Detroit Pistons,98
551,"Sat, Jan 10, 2015",Indiana Pacers,92,Philadelphia 76ers,93
552,"Sat, Jan 10, 2015",Boston Celtics,96,Toronto Raptors,109
553,"Sat, Jan 10, 2015",Milwaukee Bucks,87,Chicago Bulls,95
554,"Sat, Jan 10, 2015",Utah Jazz,82,Houston Rockets,97
555,"Sat, Jan 10, 2015",San Antonio Spurs,108,Minnesota Timberwolves,93
556,"Sat, Jan 10, 2015",Orlando Magic,92,Portland Trail Blazers,103
557,"Sun, Jan 11, 2015",Washington Wizards,89,Atlanta Hawks,120
558,"Sun, Jan 11, 2015",Miami Heat,104,Los Angeles Clippers,90
559,"Sun, Jan 11, 2015",Phoenix Suns,110,Memphis Grizzlies,122
560,"Sun, Jan 11, 2015",Cleveland Cavaliers,84,Sacramento Kings,103
561,"Sun, Jan 11, 2015",Portland Trail Blazers,106,Los Angeles Lakers,94
562,"Mon, Jan 12, 2015",New Orleans Pelicans,100,Boston Celtics,108
563,"Mon, Jan 12, 2015",Houston Rockets,113,Brooklyn Nets,99
564,"Mon, Jan 12, 2015",Detroit Pistons,114,Toronto Raptors,111
565,"Mon, Jan 12, 2015",Orlando Magic,121,Chicago Bulls,114
566,"Tue, Jan 13, 2015",Minnesota Timberwolves,110,Indiana Pacers,101
567,"Tue, Jan 13, 2015",Atlanta Hawks,105,Philadelphia 76ers,87
568,"Tue, Jan 13, 2015",San Antonio Spurs,93,Washington Wizards,101
569,"Tue, Jan 13, 2015",Cleveland Cavaliers,100,Phoenix Suns,107
570,"Tue, Jan 13, 2015",Golden State Warriors,116,Utah Jazz,105
571,"Tue, Jan 13, 2015",Dallas Mavericks,108,Sacramento Kings,104
572,"Tue, Jan 13, 2015",Miami Heat,78,Los Angeles Lakers,75
573,"Wed, Jan 14, 2015",San Antonio Spurs,98,Charlotte Hornets,93
574,"Wed, Jan 14, 2015",Houston Rockets,113,Orlando Magic,120
575,"Wed, Jan 14, 2015",Memphis Grizzlies,103,Brooklyn Nets,92
576,"Wed, Jan 14, 2015",New Orleans Pelicans,105,Detroit Pistons,94
577,"Wed, Jan 14, 2015",Philadelphia 76ers,84,Toronto Raptors,100
578,"Wed, Jan 14, 2015",Atlanta Hawks,105,Boston Celtics,91
579,"Wed, Jan 14, 2015",Washington Wizards,105,Chicago Bulls,99
580,"Wed, Jan 14, 2015",Dallas Mavericks,107,Denver Nuggets,114
581,"Wed, Jan 14, 2015",Miami Heat,89,Golden State Warriors,104
582,"Wed, Jan 14, 2015",Los Angeles Clippers,100,Portland Trail Blazers,94
583,"Thu, Jan 15, 2015",New York Knicks,79,Milwaukee Bucks,95
584,"Thu, Jan 15, 2015",Oklahoma City Thunder,101,Houston Rockets,112
585,"Thu, Jan 15, 2015",Cleveland Cavaliers,109,Los Angeles Lakers,102
586,"Fri, Jan 16, 2015",Detroit Pistons,98,Indiana Pacers,96
587,"Fri, Jan 16, 2015",Memphis Grizzlies,106,Orlando Magic,96
588,"Fri, Jan 16, 2015",New Orleans Pelicans,81,Philadelphia 76ers,96
589,"Fri, Jan 16, 2015",Brooklyn Nets,102,Washington Wizards,80
590,"Fri, Jan 16, 2015",Chicago Bulls,119,Boston Celtics,103
591,"Fri, Jan 16, 2015",Atlanta Hawks,110,Toronto Raptors,89
592,"Fri, Jan 16, 2015",Golden State Warriors,115,Oklahoma City Thunder,127
593,"Fri, Jan 16, 2015",Denver Nuggets,89,Dallas Mavericks,97
594,"Fri, Jan 16, 2015",Portland Trail Blazers,96,San Antonio Spurs,110
595,"Fri, Jan 16, 2015",Minnesota Timberwolves,99,Phoenix Suns,110
596,"Fri, Jan 16, 2015",Los Angeles Lakers,85,Utah Jazz,94
597,"Fri, Jan 16, 2015",Miami Heat,95,Sacramento Kings,83
598,"Fri, Jan 16, 2015",Cleveland Cavaliers,126,Los Angeles Clippers,121
599,"Sat, Jan 17, 2015",Indiana Pacers,71,Charlotte Hornets,80
600,"Sat, Jan 17, 2015",Philadelphia 76ers,89,Detroit Pistons,107
601,"Sat, Jan 17, 2015",Washington Wizards,99,Brooklyn Nets,90
602,"Sat, Jan 17, 2015",Atlanta Hawks,107,Chicago Bulls,99
603,"Sat, Jan 17, 2015",Golden State Warriors,131,Houston Rockets,106
604,"Sat, Jan 17, 2015",Minnesota Timberwolves,113,Denver Nuggets,105
605,"Sat, Jan 17, 2015",Portland Trail Blazers,98,Memphis Grizzlies,102
606,"Sat, Jan 17, 2015",Los Angeles Clippers,117,Sacramento Kings,108
607,"Sun, Jan 18, 2015",New Orleans Pelicans,95,Toronto Raptors,93
608,"Sun, Jan 18, 2015",Oklahoma City Thunder,127,Orlando Magic,99
609,"Sun, Jan 18, 2015",Utah Jazz,69,San Antonio Spurs,89
610,"Mon, Jan 19, 2015",Minnesota Timberwolves,80,Charlotte Hornets,105
611,"Mon, Jan 19, 2015",Philadelphia 76ers,76,Washington Wizards,111
612,"Mon, Jan 19, 2015",Detroit Pistons,82,Atlanta Hawks,93
613,"Mon, Jan 19, 2015",Boston Celtics,93,Los Angeles Clippers,102
614,"Mon, Jan 19, 2015",Denver Nuggets,79,Golden State Warriors,122
615,"Mon, Jan 19, 2015",Dallas Mavericks,103,Memphis Grizzlies,95
616,"Mon, Jan 19, 2015",Indiana Pacers,98,Houston Rockets,110
617,"Mon, Jan 19, 2015",New Orleans Pelicans,92,New York Knicks,99
618,"Mon, Jan 19, 2015",Chicago Bulls,94,Cleveland Cavaliers,108
619,"Mon, Jan 19, 2015",Toronto Raptors,92,Milwaukee Bucks,89
620,"Mon, Jan 19, 2015",Los Angeles Lakers,100,Phoenix Suns,115
621,"Mon, Jan 19, 2015",Sacramento Kings,94,Portland Trail Blazers,98
622,"Tue, Jan 20, 2015",Oklahoma City Thunder,94,Miami Heat,86
623,"Tue, Jan 20, 2015",San Antonio Spurs,109,Denver Nuggets,99
624,"Wed, Jan 21, 2015",Miami Heat,76,Charlotte Hornets,78
625,"Wed, Jan 21, 2015",Utah Jazz,92,Cleveland Cavaliers,106
626,"Wed, Jan 21, 2015",New York Knicks,98,Philadelphia 76ers,91
627,"Wed, Jan 21, 2015",Indiana Pacers,91,Atlanta Hawks,110
628,"Wed, Jan 21, 2015",Orlando Magic,118,Detroit Pistons,128
629,"Wed, Jan 21, 2015",Toronto Raptors,86,Memphis Grizzlies,92
630,"Wed, Jan 21, 2015",Dallas Mavericks,98,Minnesota Timberwolves,75
631,"Wed, Jan 21, 2015",Los Angeles Lakers,80,New Orleans Pelicans,96
632,"Wed, Jan 21, 2015",Oklahoma City Thunder,105,Washington Wizards,103
633,"Wed, Jan 21, 2015",Portland Trail Blazers,113,Phoenix Suns,118
634,"Wed, Jan 21, 2015",Brooklyn Nets,103,Sacramento Kings,100
635,"Wed, Jan 21, 2015",Houston Rockets,113,Golden State Warriors,126
636,"Thu, Jan 22, 2015",San Antonio Spurs,81,Chicago Bulls,104
637,"Thu, Jan 22, 2015",Utah Jazz,101,Milwaukee Bucks,99
638,"Thu, Jan 22, 2015",Boston Celtics,90,Portland Trail Blazers,89
639,"Thu, Jan 22, 2015",Brooklyn Nets,84,Los Angeles Clippers,123
640,"Fri, Jan 23, 2015",Toronto Raptors,91,Philadelphia 76ers,86
641,"Fri, Jan 23, 2015",Oklahoma City Thunder,93,Atlanta Hawks,103
642,"Fri, Jan 23, 2015",Charlotte Hornets,90,Cleveland Cavaliers,129
643,"Fri, Jan 23, 2015",Indiana Pacers,87,Miami Heat,89
644,"Fri, Jan 23, 2015",Orlando Magic,106,New York Knicks,113
645,"Fri, Jan 23, 2015",Chicago Bulls,102,Dallas Mavericks,98
646,"Fri, Jan 23, 2015",New Orleans Pelicans,92,Minnesota Timberwolves,84
647,"Fri, Jan 23, 2015",Los Angeles Lakers,85,San Antonio Spurs,99
648,"Fri, Jan 23, 2015",Boston Celtics,100,Denver Nuggets,99
649,"Fri, Jan 23, 2015",Houston Rockets,113,Phoenix Suns,111
650,"Fri, Jan 23, 2015",Sacramento Kings,101,Golden State Warriors,126
651,"Sat, Jan 24, 2015",New York Knicks,71,Charlotte Hornets,76
652,"Sat, Jan 24, 2015",Detroit Pistons,86,Milwaukee Bucks,101
653,"Sat, Jan 24, 2015",Philadelphia 76ers,83,Memphis Grizzlies,101
654,"Sat, Jan 24, 2015",Brooklyn Nets,73,Utah Jazz,108
655,"Sat, Jan 24, 2015",Washington Wizards,96,Portland Trail Blazers,103
656,"Sun, Jan 25, 2015",Miami Heat,96,Chicago Bulls,84
657,"Sun, Jan 25, 2015",Oklahoma City Thunder,98,Cleveland Cavaliers,108
658,"Sun, Jan 25, 2015",Minnesota Timberwolves,100,Atlanta Hawks,112
659,"Sun, Jan 25, 2015",Dallas Mavericks,106,New Orleans Pelicans,109
660,"Sun, Jan 25, 2015",Indiana Pacers,106,Orlando Magic,99
661,"Sun, Jan 25, 2015",Los Angeles Clippers,120,Phoenix Suns,100
662,"Sun, Jan 25, 2015",Milwaukee Bucks,95,San Antonio Spurs,101
663,"Sun, Jan 25, 2015",Detroit Pistons,110,Toronto Raptors,114
664,"Sun, Jan 25, 2015",Washington Wizards,117,Denver Nuggets,115
665,"Sun, Jan 25, 2015",Boston Celtics,111,Golden State Warriors,114
666,"Sun, Jan 25, 2015",Houston Rockets,99,Los Angeles Lakers,87
667,"Mon, Jan 26, 2015",Orlando Magic,94,Memphis Grizzlies,103
668,"Mon, Jan 26, 2015",Philadelphia 76ers,74,New Orleans Pelicans,99
669,"Mon, Jan 26, 2015",Minnesota Timberwolves,84,Oklahoma City Thunder,92
670,"Mon, Jan 26, 2015",Boston Celtics,99,Utah Jazz,90
671,"Mon, Jan 26, 2015",Denver Nuggets,98,Los Angeles Clippers,102
672,"Tue, Jan 27, 2015",Toronto Raptors,104,Indiana Pacers,91
673,"Tue, Jan 27, 2015",Cleveland Cavaliers,103,Detroit Pistons,95
674,"Tue, Jan 27, 2015",Milwaukee Bucks,109,Miami Heat,102
675,"Tue, Jan 27, 2015",Memphis Grizzlies,109,Dallas Mavericks,90
676,"Tue, Jan 27, 2015",Chicago Bulls,113,Golden State Warriors,111
677,"Tue, Jan 27, 2015",Washington Wizards,98,Los Angeles Lakers,92
678,"Wed, Jan 28, 2015",Portland Trail Blazers,94,Cleveland Cavaliers,99
679,"Wed, Jan 28, 2015",Detroit Pistons,69,Philadelphia 76ers,89
680,"Wed, Jan 28, 2015",Sacramento Kings,102,Toronto Raptors,119
681,"Wed, Jan 28, 2015",Brooklyn Nets,102,Atlanta Hawks,113
682,"Wed, Jan 28, 2015",Dallas Mavericks,94,Houston Rockets,99
683,"Wed, Jan 28, 2015",Boston Celtics,98,Minnesota Timberwolves,110
684,"Wed, Jan 28, 2015",Denver Nuggets,93,New Orleans Pelicans,85
685,"Wed, Jan 28, 2015",Oklahoma City Thunder,92,New York Knicks,100
686,"Wed, Jan 28, 2015",Charlotte Hornets,86,San Antonio Spurs,95
687,"Wed, Jan 28, 2015",Los Angeles Clippers,94,Utah Jazz,89
688,"Wed, Jan 28, 2015",Washington Wizards,98,Phoenix Suns,106
689,"Thu, Jan 29, 2015",New York Knicks,82,Indiana Pacers,103
690,"Thu, Jan 29, 2015",Milwaukee Bucks,115,Orlando Magic,100
691,"Thu, Jan 29, 2015",Denver Nuggets,69,Memphis Grizzlies,99
