,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
0,"Tue, Oct 17, 2017",Boston Celtics,99,Cleveland Cavaliers,102
1,"Tue, Oct 17, 2017",Houston Rockets,122,Golden State Warriors,121
2,"Wed, Oct 18, 2017",Charlotte Hornets,90,Detroit Pistons,102
3,"Wed, Oct 18, 2017",Brooklyn Nets,131,Indiana Pacers,140
4,"Wed, Oct 18, 2017",Miami Heat,109,Orlando Magic,116
5,"Wed, Oct 18, 2017",Philadelphia 76ers,115,Washington Wizards,120
6,"Wed, Oct 18, 2017",Milwaukee Bucks,108,Boston Celtics,100
7,"Wed, Oct 18, 2017",New Orleans Pelicans,91,Memphis Grizzlies,103
8,"Wed, Oct 18, 2017",Atlanta Hawks,117,Dallas Mavericks,111
9,"Wed, Oct 18, 2017",Denver Nuggets,96,Utah Jazz,106
10,"Wed, Oct 18, 2017",Minnesota Timberwolves,99,San Antonio Spurs,107
11,"Wed, Oct 18, 2017",Portland Trail Blazers,124,Phoenix Suns,76
12,"Wed, Oct 18, 2017",Houston Rockets,105,Sacramento Kings,100
13,"Thu, Oct 19, 2017",Chicago Bulls,100,Toronto Raptors,117
14,"Thu, Oct 19, 2017",New York Knicks,84,Oklahoma City Thunder,105
15,"Thu, Oct 19, 2017",Los Angeles Clippers,108,Los Angeles Lakers,92
16,"Fri, Oct 20, 2017",Atlanta Hawks,91,Charlotte Hornets,109
17,"Fri, Oct 20, 2017",Portland Trail Blazers,114,Indiana Pacers,96
18,"Fri, Oct 20, 2017",Cleveland Cavaliers,116,Milwaukee Bucks,97
19,"Fri, Oct 20, 2017",Boston Celtics,102,Philadelphia 76ers,92
20,"Fri, Oct 20, 2017",Detroit Pistons,111,Washington Wizards,115
21,"Fri, Oct 20, 2017",Orlando Magic,121,Brooklyn Nets,126
22,"Fri, Oct 20, 2017",Utah Jazz,97,Minnesota Timberwolves,100
23,"Fri, Oct 20, 2017",Sacramento Kings,93,Dallas Mavericks,88
24,"Fri, Oct 20, 2017",Golden State Warriors,128,New Orleans Pelicans,120
25,"Fri, Oct 20, 2017",Los Angeles Lakers,132,Phoenix Suns,130
26,"Sat, Oct 21, 2017",Philadelphia 76ers,94,Toronto Raptors,128
27,"Sat, Oct 21, 2017",San Antonio Spurs,87,Chicago Bulls,77
28,"Sat, Oct 21, 2017",Orlando Magic,114,Cleveland Cavaliers,93
29,"Sat, Oct 21, 2017",Dallas Mavericks,91,Houston Rockets,107
30,"Sat, Oct 21, 2017",Golden State Warriors,101,Memphis Grizzlies,111
31,"Sat, Oct 21, 2017",Indiana Pacers,108,Miami Heat,112
32,"Sat, Oct 21, 2017",Detroit Pistons,111,New York Knicks,107
33,"Sat, Oct 21, 2017",Portland Trail Blazers,110,Milwaukee Bucks,113
34,"Sat, Oct 21, 2017",Sacramento Kings,79,Denver Nuggets,96
35,"Sat, Oct 21, 2017",Oklahoma City Thunder,87,Utah Jazz,96
36,"Sat, Oct 21, 2017",Phoenix Suns,88,Los Angeles Clippers,130
37,"Sun, Oct 22, 2017",Atlanta Hawks,104,Brooklyn Nets,116
38,"Sun, Oct 22, 2017",Minnesota Timberwolves,115,Oklahoma City Thunder,113
39,"Sun, Oct 22, 2017",New Orleans Pelicans,119,Los Angeles Lakers,112
40,"Mon, Oct 23, 2017",Philadelphia 76ers,97,Detroit Pistons,86
41,"Mon, Oct 23, 2017",Atlanta Hawks,93,Miami Heat,104
42,"Mon, Oct 23, 2017",Memphis Grizzlies,98,Houston Rockets,90
43,"Mon, Oct 23, 2017",Charlotte Hornets,94,Milwaukee Bucks,103
44,"Mon, Oct 23, 2017",Golden State Warriors,133,Dallas Mavericks,103
45,"Mon, Oct 23, 2017",Toronto Raptors,97,San Antonio Spurs,101
46,"Mon, Oct 23, 2017",Washington Wizards,109,Denver Nuggets,104
47,"Mon, Oct 23, 2017",Sacramento Kings,115,Phoenix Suns,117
48,"Tue, Oct 24, 2017",Chicago Bulls,112,Cleveland Cavaliers,119
49,"Tue, Oct 24, 2017",Brooklyn Nets,121,Orlando Magic,125
50,"Tue, Oct 24, 2017",New York Knicks,89,Boston Celtics,110
51,"Tue, Oct 24, 2017",Indiana Pacers,130,Minnesota Timberwolves,107
52,"Tue, Oct 24, 2017",New Orleans Pelicans,93,Portland Trail Blazers,103
53,"Tue, Oct 24, 2017",Utah Jazz,84,Los Angeles Clippers,102
54,"Wed, Oct 25, 2017",Denver Nuggets,93,Charlotte Hornets,110
55,"Wed, Oct 25, 2017",Minnesota Timberwolves,101,Detroit Pistons,122
56,"Wed, Oct 25, 2017",Houston Rockets,105,Philadelphia 76ers,104
57,"Wed, Oct 25, 2017",Cleveland Cavaliers,107,Brooklyn Nets,112
58,"Wed, Oct 25, 2017",San Antonio Spurs,117,Miami Heat,100
59,"Wed, Oct 25, 2017",Indiana Pacers,96,Oklahoma City Thunder,114
60,"Wed, Oct 25, 2017",Memphis Grizzlies,94,Dallas Mavericks,103
61,"Wed, Oct 25, 2017",Utah Jazz,88,Phoenix Suns,97
62,"Wed, Oct 25, 2017",Toronto Raptors,112,Golden State Warriors,117
63,"Wed, Oct 25, 2017",Washington Wizards,99,Los Angeles Lakers,102
64,"Thu, Oct 26, 2017",Atlanta Hawks,86,Chicago Bulls,91
65,"Thu, Oct 26, 2017",Dallas Mavericks,91,Memphis Grizzlies,96
66,"Thu, Oct 26, 2017",Boston Celtics,96,Milwaukee Bucks,89
67,"Thu, Oct 26, 2017",Los Angeles Clippers,104,Portland Trail Blazers,103
68,"Thu, Oct 26, 2017",New Orleans Pelicans,114,Sacramento Kings,106
69,"Fri, Oct 27, 2017",Houston Rockets,109,Charlotte Hornets,93
70,"Fri, Oct 27, 2017",San Antonio Spurs,87,Orlando Magic,114
71,"Fri, Oct 27, 2017",Denver Nuggets,105,Atlanta Hawks,100
72,"Fri, Oct 27, 2017",Brooklyn Nets,86,New York Knicks,107
73,"Fri, Oct 27, 2017",Oklahoma City Thunder,116,Minnesota Timberwolves,119
74,"Fri, Oct 27, 2017",Washington Wizards,117,Golden State Warriors,120
75,"Fri, Oct 27, 2017",Toronto Raptors,101,Los Angeles Lakers,92
76,"Sat, Oct 28, 2017",Cleveland Cavaliers,101,New Orleans Pelicans,123
77,"Sat, Oct 28, 2017",Oklahoma City Thunder,101,Chicago Bulls,69
78,"Sat, Oct 28, 2017",Houston Rockets,89,Memphis Grizzlies,103
79,"Sat, Oct 28, 2017",Boston Celtics,96,Miami Heat,90
80,"Sat, Oct 28, 2017",Philadelphia 76ers,112,Dallas Mavericks,110
81,"Sat, Oct 28, 2017",Los Angeles Lakers,81,Utah Jazz,96
82,"Sat, Oct 28, 2017",Phoenix Suns,107,Portland Trail Blazers,114
83,"Sat, Oct 28, 2017",Detroit Pistons,95,Los Angeles Clippers,87
84,"Sun, Oct 29, 2017",Milwaukee Bucks,117,Atlanta Hawks,106
85,"Sun, Oct 29, 2017",San Antonio Spurs,94,Indiana Pacers,97
86,"Sun, Oct 29, 2017",Denver Nuggets,124,Brooklyn Nets,111
87,"Sun, Oct 29, 2017",Orlando Magic,113,Charlotte Hornets,120
88,"Sun, Oct 29, 2017",Washington Wizards,110,Sacramento Kings,83
89,"Sun, Oct 29, 2017",New York Knicks,114,Cleveland Cavaliers,95
90,"Sun, Oct 29, 2017",Detroit Pistons,115,Golden State Warriors,107
91,"Mon, Oct 30, 2017",San Antonio Spurs,94,Boston Celtics,108
92,"Mon, Oct 30, 2017",Minnesota Timberwolves,125,Miami Heat,122
93,"Mon, Oct 30, 2017",Denver Nuggets,110,New York Knicks,116
94,"Mon, Oct 30, 2017",Philadelphia 76ers,115,Houston Rockets,107
95,"Mon, Oct 30, 2017",Charlotte Hornets,104,Memphis Grizzlies,99
96,"Mon, Oct 30, 2017",Orlando Magic,115,New Orleans Pelicans,99
97,"Mon, Oct 30, 2017",Dallas Mavericks,89,Utah Jazz,104
98,"Mon, Oct 30, 2017",Toronto Raptors,99,Portland Trail Blazers,85
99,"Mon, Oct 30, 2017",Golden State Warriors,141,Los Angeles Clippers,113
100,"Tue, Oct 31, 2017",Sacramento Kings,83,Indiana Pacers,101
101,"Tue, Oct 31, 2017",Phoenix Suns,122,Brooklyn Nets,114
102,"Tue, Oct 31, 2017",Oklahoma City Thunder,110,Milwaukee Bucks,91
103,"Tue, Oct 31, 2017",Detroit Pistons,93,Los Angeles Lakers,113
104,"Wed, Nov 1, 2017",Milwaukee Bucks,121,Charlotte Hornets,126
105,"Wed, Nov 1, 2017",Indiana Pacers,124,Cleveland Cavaliers,107
106,"Wed, Nov 1, 2017",Atlanta Hawks,109,Philadelphia 76ers,119
107,"Wed, Nov 1, 2017",Phoenix Suns,122,Washington Wizards,116
108,"Wed, Nov 1, 2017",Sacramento Kings,86,Boston Celtics,113
109,"Wed, Nov 1, 2017",Chicago Bulls,91,Miami Heat,97
110,"Wed, Nov 1, 2017",Orlando Magic,101,Memphis Grizzlies,99
111,"Wed, Nov 1, 2017",Minnesota Timberwolves,104,New Orleans Pelicans,98
112,"Wed, Nov 1, 2017",Houston Rockets,119,New York Knicks,97
113,"Wed, Nov 1, 2017",Toronto Raptors,111,Denver Nuggets,129
114,"Wed, Nov 1, 2017",Portland Trail Blazers,103,Utah Jazz,112
115,"Wed, Nov 1, 2017",Dallas Mavericks,98,Los Angeles Clippers,119
116,"Thu, Nov 2, 2017",Golden State Warriors,112,San Antonio Spurs,92
117,"Thu, Nov 2, 2017",Los Angeles Lakers,110,Portland Trail Blazers,113
118,"Fri, Nov 3, 2017",Milwaukee Bucks,96,Detroit Pistons,105
119,"Fri, Nov 3, 2017",Chicago Bulls,105,Orlando Magic,83
120,"Fri, Nov 3, 2017",Indiana Pacers,110,Philadelphia 76ers,121
121,"Fri, Nov 3, 2017",Cleveland Cavaliers,130,Washington Wizards,122
122,"Fri, Nov 3, 2017",Houston Rockets,119,Atlanta Hawks,104
123,"Fri, Nov 3, 2017",Phoenix Suns,107,New York Knicks,120
124,"Fri, Nov 3, 2017",New Orleans Pelicans,99,Dallas Mavericks,94
125,"Fri, Nov 3, 2017",Charlotte Hornets,101,San Antonio Spurs,108
126,"Fri, Nov 3, 2017",Miami Heat,94,Denver Nuggets,95
127,"Fri, Nov 3, 2017",Toronto Raptors,109,Utah Jazz,100
128,"Fri, Nov 3, 2017",Boston Celtics,101,Oklahoma City Thunder,94
129,"Fri, Nov 3, 2017",Brooklyn Nets,112,Los Angeles Lakers,124
130,"Sat, Nov 4, 2017",Memphis Grizzlies,113,Los Angeles Clippers,104
131,"Sat, Nov 4, 2017",Sacramento Kings,99,Detroit Pistons,108
132,"Sat, Nov 4, 2017",New Orleans Pelicans,96,Chicago Bulls,90
133,"Sat, Nov 4, 2017",Dallas Mavericks,99,Minnesota Timberwolves,112
134,"Sat, Nov 4, 2017",Golden State Warriors,127,Denver Nuggets,108
135,"Sun, Nov 5, 2017",Atlanta Hawks,117,Cleveland Cavaliers,115
136,"Sun, Nov 5, 2017",Miami Heat,104,Los Angeles Clippers,101
137,"Sun, Nov 5, 2017",Boston Celtics,104,Orlando Magic,88
138,"Sun, Nov 5, 2017",Washington Wizards,107,Toronto Raptors,96
139,"Sun, Nov 5, 2017",Utah Jazz,110,Houston Rockets,137
140,"Sun, Nov 5, 2017",Phoenix Suns,95,San Antonio Spurs,112
141,"Sun, Nov 5, 2017",Indiana Pacers,101,New York Knicks,108
142,"Sun, Nov 5, 2017",Charlotte Hornets,94,Minnesota Timberwolves,112
143,"Sun, Nov 5, 2017",Oklahoma City Thunder,99,Portland Trail Blazers,103
144,"Sun, Nov 5, 2017",Memphis Grizzlies,102,Los Angeles Lakers,107
145,"Mon, Nov 6, 2017",Boston Celtics,110,Atlanta Hawks,107
146,"Mon, Nov 6, 2017",Brooklyn Nets,98,Phoenix Suns,92
147,"Mon, Nov 6, 2017",Miami Heat,80,Golden State Warriors,97
148,"Tue, Nov 7, 2017",Milwaukee Bucks,119,Cleveland Cavaliers,124
149,"Tue, Nov 7, 2017",New Orleans Pelicans,117,Indiana Pacers,112
150,"Tue, Nov 7, 2017",Dallas Mavericks,113,Washington Wizards,99
151,"Tue, Nov 7, 2017",Charlotte Hornets,113,New York Knicks,118
152,"Tue, Nov 7, 2017",Chicago Bulls,114,Toronto Raptors,119
153,"Tue, Nov 7, 2017",Los Angeles Clippers,107,San Antonio Spurs,120
154,"Tue, Nov 7, 2017",Brooklyn Nets,104,Denver Nuggets,112
155,"Tue, Nov 7, 2017",Philadelphia 76ers,104,Utah Jazz,97
156,"Tue, Nov 7, 2017",Memphis Grizzlies,98,Portland Trail Blazers,97
157,"Tue, Nov 7, 2017",Oklahoma City Thunder,86,Sacramento Kings,94
158,"Wed, Nov 8, 2017",Indiana Pacers,97,Detroit Pistons,114
159,"Wed, Nov 8, 2017",New York Knicks,99,Orlando Magic,112
160,"Wed, Nov 8, 2017",Los Angeles Lakers,96,Boston Celtics,107
161,"Wed, Nov 8, 2017",Miami Heat,126,Phoenix Suns,115
162,"Wed, Nov 8, 2017",Minnesota Timberwolves,101,Golden State Warriors,125
163,"Thu, Nov 9, 2017",Los Angeles Lakers,95,Washington Wizards,111
164,"Thu, Nov 9, 2017",New Orleans Pelicans,118,Toronto Raptors,122
165,"Thu, Nov 9, 2017",Cleveland Cavaliers,113,Houston Rockets,117
166,"Thu, Nov 9, 2017",Philadelphia 76ers,108,Sacramento Kings,109
167,"Thu, Nov 9, 2017",Oklahoma City Thunder,94,Denver Nuggets,102
168,"Fri, Nov 10, 2017",Atlanta Hawks,104,Detroit Pistons,111
169,"Fri, Nov 10, 2017",Charlotte Hornets,87,Boston Celtics,90
170,"Fri, Nov 10, 2017",Indiana Pacers,105,Chicago Bulls,87
171,"Fri, Nov 10, 2017",Los Angeles Clippers,111,Oklahoma City Thunder,120
172,"Fri, Nov 10, 2017",Orlando Magic,128,Phoenix Suns,112
173,"Fri, Nov 10, 2017",Milwaukee Bucks,94,San Antonio Spurs,87
174,"Fri, Nov 10, 2017",Miami Heat,84,Utah Jazz,74
175,"Fri, Nov 10, 2017",Brooklyn Nets,101,Portland Trail Blazers,97
176,"Sat, Nov 11, 2017",Los Angeles Clippers,103,New Orleans Pelicans,111
177,"Sat, Nov 11, 2017",Atlanta Hawks,94,Washington Wizards,113
178,"Sat, Nov 11, 2017",Memphis Grizzlies,96,Houston Rockets,111
179,"Sat, Nov 11, 2017",Sacramento Kings,91,New York Knicks,118
180,"Sat, Nov 11, 2017",Cleveland Cavaliers,111,Dallas Mavericks,104
181,"Sat, Nov 11, 2017",Philadelphia 76ers,114,Golden State Warriors,135
182,"Sat, Nov 11, 2017",Los Angeles Lakers,90,Milwaukee Bucks,98
183,"Sat, Nov 11, 2017",Chicago Bulls,94,San Antonio Spurs,133
184,"Sat, Nov 11, 2017",Orlando Magic,107,Denver Nuggets,125
185,"Sat, Nov 11, 2017",Minnesota Timberwolves,110,Phoenix Suns,118
186,"Sat, Nov 11, 2017",Brooklyn Nets,106,Utah Jazz,114
187,"Sun, Nov 12, 2017",Toronto Raptors,94,Boston Celtics,95
188,"Sun, Nov 12, 2017",Miami Heat,103,Detroit Pistons,112
189,"Sun, Nov 12, 2017",Houston Rockets,118,Indiana Pacers,95
190,"Sun, Nov 12, 2017",Dallas Mavericks,99,Oklahoma City Thunder,112
191,"Mon, Nov 13, 2017",Sacramento Kings,92,Washington Wizards,110
192,"Mon, Nov 13, 2017",Cleveland Cavaliers,104,New York Knicks,101
193,"Mon, Nov 13, 2017",Memphis Grizzlies,103,Milwaukee Bucks,110
194,"Mon, Nov 13, 2017",Atlanta Hawks,105,New Orleans Pelicans,106
195,"Mon, Nov 13, 2017",Los Angeles Lakers,100,Phoenix Suns,93
196,"Mon, Nov 13, 2017",Minnesota Timberwolves,109,Utah Jazz,98
197,"Mon, Nov 13, 2017",Denver Nuggets,82,Portland Trail Blazers,99
198,"Mon, Nov 13, 2017",Orlando Magic,100,Golden State Warriors,110
199,"Mon, Nov 13, 2017",Philadelphia 76ers,109,Los Angeles Clippers,105
200,"Tue, Nov 14, 2017",Boston Celtics,109,Brooklyn Nets,102
201,"Tue, Nov 14, 2017",Toronto Raptors,129,Houston Rockets,113
202,"Tue, Nov 14, 2017",San Antonio Spurs,97,Dallas Mavericks,91
203,"Wed, Nov 15, 2017",Sacramento Kings,80,Atlanta Hawks,126
204,"Wed, Nov 15, 2017",Washington Wizards,102,Miami Heat,93
205,"Wed, Nov 15, 2017",Utah Jazz,101,New York Knicks,106
206,"Wed, Nov 15, 2017",Cleveland Cavaliers,115,Charlotte Hornets,107
207,"Wed, Nov 15, 2017",Indiana Pacers,116,Memphis Grizzlies,113
208,"Wed, Nov 15, 2017",Detroit Pistons,95,Milwaukee Bucks,99
209,"Wed, Nov 15, 2017",San Antonio Spurs,86,Minnesota Timberwolves,98
210,"Wed, Nov 15, 2017",Toronto Raptors,125,New Orleans Pelicans,116
211,"Wed, Nov 15, 2017",Chicago Bulls,79,Oklahoma City Thunder,92
212,"Wed, Nov 15, 2017",Orlando Magic,94,Portland Trail Blazers,99
213,"Wed, Nov 15, 2017",Philadelphia 76ers,115,Los Angeles Lakers,109
214,"Thu, Nov 16, 2017",Golden State Warriors,88,Boston Celtics,92
215,"Thu, Nov 16, 2017",Houston Rockets,142,Phoenix Suns,116
216,"Fri, Nov 17, 2017",Detroit Pistons,100,Indiana Pacers,107
217,"Fri, Nov 17, 2017",Miami Heat,91,Washington Wizards,88
218,"Fri, Nov 17, 2017",Utah Jazz,107,Brooklyn Nets,118
219,"Fri, Nov 17, 2017",Los Angeles Clippers,113,Cleveland Cavaliers,118
220,"Fri, Nov 17, 2017",New York Knicks,84,Toronto Raptors,107
221,"Fri, Nov 17, 2017",Charlotte Hornets,120,Chicago Bulls,123
222,"Fri, Nov 17, 2017",Oklahoma City Thunder,101,San Antonio Spurs,104
223,"Fri, Nov 17, 2017",Minnesota Timberwolves,111,Dallas Mavericks,87
224,"Fri, Nov 17, 2017",Portland Trail Blazers,82,Sacramento Kings,86
225,"Fri, Nov 17, 2017",New Orleans Pelicans,114,Denver Nuggets,146
226,"Fri, Nov 17, 2017",Phoenix Suns,122,Los Angeles Lakers,113
227,"Sat, Nov 18, 2017",Los Angeles Clippers,87,Charlotte Hornets,102
228,"Sat, Nov 18, 2017",Utah Jazz,125,Orlando Magic,85
229,"Sat, Nov 18, 2017",Boston Celtics,110,Atlanta Hawks,99
230,"Sat, Nov 18, 2017",Golden State Warriors,124,Philadelphia 76ers,116
231,"Sat, Nov 18, 2017",Houston Rockets,105,Memphis Grizzlies,83
232,"Sat, Nov 18, 2017",Milwaukee Bucks,79,Dallas Mavericks,111
233,"Sat, Nov 18, 2017",Sacramento Kings,90,Portland Trail Blazers,102
234,"Sun, Nov 19, 2017",Washington Wizards,91,Toronto Raptors,100
235,"Sun, Nov 19, 2017",Indiana Pacers,120,Miami Heat,95
236,"Sun, Nov 19, 2017",Golden State Warriors,118,Brooklyn Nets,111
237,"Sun, Nov 19, 2017",Detroit Pistons,100,Minnesota Timberwolves,97
238,"Sun, Nov 19, 2017",Chicago Bulls,105,Phoenix Suns,113
239,"Sun, Nov 19, 2017",Denver Nuggets,109,Los Angeles Lakers,127
240,"Mon, Nov 20, 2017",Minnesota Timberwolves,102,Charlotte Hornets,118
241,"Mon, Nov 20, 2017",Cleveland Cavaliers,116,Detroit Pistons,88
242,"Mon, Nov 20, 2017",Indiana Pacers,105,Orlando Magic,97
243,"Mon, Nov 20, 2017",Utah Jazz,86,Philadelphia 76ers,107
244,"Mon, Nov 20, 2017",Los Angeles Clippers,85,New York Knicks,107
245,"Mon, Nov 20, 2017",Portland Trail Blazers,100,Memphis Grizzlies,92
246,"Mon, Nov 20, 2017",Washington Wizards,99,Milwaukee Bucks,88
247,"Mon, Nov 20, 2017",Oklahoma City Thunder,107,New Orleans Pelicans,114
248,"Mon, Nov 20, 2017",Boston Celtics,110,Dallas Mavericks,102
249,"Mon, Nov 20, 2017",Atlanta Hawks,85,San Antonio Spurs,96
250,"Mon, Nov 20, 2017",Denver Nuggets,114,Sacramento Kings,98
251,"Tue, Nov 21, 2017",Chicago Bulls,94,Los Angeles Lakers,103
252,"Wed, Nov 22, 2017",Washington Wizards,124,Charlotte Hornets,129
253,"Wed, Nov 22, 2017",Brooklyn Nets,109,Cleveland Cavaliers,119
254,"Wed, Nov 22, 2017",Portland Trail Blazers,81,Philadelphia 76ers,101
255,"Wed, Nov 22, 2017",Los Angeles Clippers,116,Atlanta Hawks,103
256,"Wed, Nov 22, 2017",Boston Celtics,98,Miami Heat,104
257,"Wed, Nov 22, 2017",Toronto Raptors,100,New York Knicks,108
258,"Wed, Nov 22, 2017",Denver Nuggets,95,Houston Rockets,125
259,"Wed, Nov 22, 2017",Dallas Mavericks,95,Memphis Grizzlies,94
260,"Wed, Nov 22, 2017",Orlando Magic,118,Minnesota Timberwolves,124
261,"Wed, Nov 22, 2017",San Antonio Spurs,90,New Orleans Pelicans,107
262,"Wed, Nov 22, 2017",Golden State Warriors,91,Oklahoma City Thunder,108
263,"Wed, Nov 22, 2017",Milwaukee Bucks,113,Phoenix Suns,107
264,"Wed, Nov 22, 2017",Chicago Bulls,80,Utah Jazz,110
265,"Wed, Nov 22, 2017",Los Angeles Lakers,102,Sacramento Kings,113
266,"Fri, Nov 24, 2017",Portland Trail Blazers,127,Brooklyn Nets,125
267,"Fri, Nov 24, 2017",New York Knicks,104,Atlanta Hawks,116
268,"Fri, Nov 24, 2017",Orlando Magic,103,Boston Celtics,118
269,"Fri, Nov 24, 2017",Charlotte Hornets,99,Cleveland Cavaliers,100
270,"Fri, Nov 24, 2017",Toronto Raptors,104,Indiana Pacers,107
271,"Fri, Nov 24, 2017",Miami Heat,109,Minnesota Timberwolves,97
272,"Fri, Nov 24, 2017",Detroit Pistons,99,Oklahoma City Thunder,98
273,"Fri, Nov 24, 2017",Memphis Grizzlies,92,Denver Nuggets,104
274,"Fri, Nov 24, 2017",New Orleans Pelicans,115,Phoenix Suns,91
275,"Fri, Nov 24, 2017",Chicago Bulls,94,Golden State Warriors,143
276,"Sat, Nov 25, 2017",San Antonio Spurs,106,Charlotte Hornets,86
277,"Sat, Nov 25, 2017",Orlando Magic,111,Philadelphia 76ers,130
278,"Sat, Nov 25, 2017",Portland Trail Blazers,108,Washington Wizards,105
279,"Sat, Nov 25, 2017",Toronto Raptors,112,Atlanta Hawks,78
280,"Sat, Nov 25, 2017",New York Knicks,102,Houston Rockets,117
281,"Sat, Nov 25, 2017",Boston Celtics,108,Indiana Pacers,98
282,"Sat, Nov 25, 2017",Oklahoma City Thunder,81,Dallas Mavericks,97
283,"Sat, Nov 25, 2017",New Orleans Pelicans,95,Golden State Warriors,110
284,"Sat, Nov 25, 2017",Milwaukee Bucks,108,Utah Jazz,121
285,"Sat, Nov 25, 2017",Los Angeles Clippers,97,Sacramento Kings,95
286,"Sun, Nov 26, 2017",Miami Heat,100,Chicago Bulls,93
287,"Sun, Nov 26, 2017",Phoenix Suns,108,Minnesota Timberwolves,119
288,"Sun, Nov 26, 2017",Brooklyn Nets,98,Memphis Grizzlies,88
289,"Mon, Nov 27, 2017",Orlando Magic,109,Indiana Pacers,121
290,"Mon, Nov 27, 2017",Cleveland Cavaliers,113,Philadelphia 76ers,91
291,"Mon, Nov 27, 2017",Detroit Pistons,118,Boston Celtics,108
292,"Mon, Nov 27, 2017",Portland Trail Blazers,103,New York Knicks,91
293,"Mon, Nov 27, 2017",Brooklyn Nets,103,Houston Rockets,117
294,"Mon, Nov 27, 2017",Dallas Mavericks,108,San Antonio Spurs,115
295,"Mon, Nov 27, 2017",Sacramento Kings,110,Golden State Warriors,106
296,"Mon, Nov 27, 2017",Los Angeles Lakers,115,Los Angeles Clippers,120
297,"Tue, Nov 28, 2017",Miami Heat,97,Cleveland Cavaliers,108
298,"Tue, Nov 28, 2017",Phoenix Suns,104,Chicago Bulls,99
299,"Tue, Nov 28, 2017",Washington Wizards,92,Minnesota Timberwolves,89
300,"Tue, Nov 28, 2017",Milwaukee Bucks,112,Sacramento Kings,87
301,"Tue, Nov 28, 2017",Denver Nuggets,77,Utah Jazz,106
302,"Wed, Nov 29, 2017",Phoenix Suns,107,Detroit Pistons,131
303,"Wed, Nov 29, 2017",Oklahoma City Thunder,108,Orlando Magic,121
304,"Wed, Nov 29, 2017",Washington Wizards,113,Philadelphia 76ers,118
305,"Wed, Nov 29, 2017",Miami Heat,86,New York Knicks,115
306,"Wed, Nov 29, 2017",Charlotte Hornets,113,Toronto Raptors,126
307,"Wed, Nov 29, 2017",Indiana Pacers,97,Houston Rockets,118
308,"Wed, Nov 29, 2017",Minnesota Timberwolves,120,New Orleans Pelicans,102
309,"Wed, Nov 29, 2017",Brooklyn Nets,109,Dallas Mavericks,104
310,"Wed, Nov 29, 2017",Memphis Grizzlies,95,San Antonio Spurs,104
311,"Wed, Nov 29, 2017",Golden State Warriors,127,Los Angeles Lakers,123
312,"Thu, Nov 30, 2017",Cleveland Cavaliers,121,Atlanta Hawks,114
313,"Thu, Nov 30, 2017",Philadelphia 76ers,97,Boston Celtics,108
314,"Thu, Nov 30, 2017",Chicago Bulls,110,Denver Nuggets,111
315,"Thu, Nov 30, 2017",Milwaukee Bucks,103,Portland Trail Blazers,91
316,"Thu, Nov 30, 2017",Utah Jazz,126,Los Angeles Clippers,107
317,"Fri, Dec 1, 2017",Golden State Warriors,133,Orlando Magic,112
318,"Fri, Dec 1, 2017",Detroit Pistons,91,Washington Wizards,109
319,"Fri, Dec 1, 2017",Indiana Pacers,115,Toronto Raptors,120
320,"Fri, Dec 1, 2017",Sacramento Kings,107,Chicago Bulls,106
321,"Fri, Dec 1, 2017",San Antonio Spurs,95,Memphis Grizzlies,79
322,"Fri, Dec 1, 2017",Charlotte Hornets,100,Miami Heat,105
323,"Fri, Dec 1, 2017",Minnesota Timberwolves,107,Oklahoma City Thunder,111
324,"Fri, Dec 1, 2017",New Orleans Pelicans,108,Utah Jazz,114
325,"Sat, Dec 2, 2017",Phoenix Suns,111,Boston Celtics,116
326,"Sat, Dec 2, 2017",Los Angeles Clippers,82,Dallas Mavericks,108
327,"Sat, Dec 2, 2017",Atlanta Hawks,114,Brooklyn Nets,102
328,"Sat, Dec 2, 2017",Memphis Grizzlies,111,Cleveland Cavaliers,116
329,"Sat, Dec 2, 2017",Detroit Pistons,103,Philadelphia 76ers,108
330,"Sat, Dec 2, 2017",Sacramento Kings,104,Milwaukee Bucks,109
331,"Sat, Dec 2, 2017",Los Angeles Lakers,100,Denver Nuggets,115
332,"Sat, Dec 2, 2017",New Orleans Pelicans,123,Portland Trail Blazers,116
333,"Sun, Dec 3, 2017",Orlando Magic,105,New York Knicks,100
334,"Sun, Dec 3, 2017",Golden State Warriors,123,Miami Heat,95
335,"Sun, Dec 3, 2017",Los Angeles Clippers,106,Minnesota Timberwolves,112
336,"Sun, Dec 3, 2017",San Antonio Spurs,87,Oklahoma City Thunder,90
337,"Sun, Dec 3, 2017",Houston Rockets,118,Los Angeles Lakers,95
338,"Mon, Dec 4, 2017",Orlando Magic,94,Charlotte Hornets,104
339,"Mon, Dec 4, 2017",New York Knicks,97,Indiana Pacers,115
340,"Mon, Dec 4, 2017",Phoenix Suns,115,Philadelphia 76ers,101
341,"Mon, Dec 4, 2017",Brooklyn Nets,110,Atlanta Hawks,90
342,"Mon, Dec 4, 2017",Milwaukee Bucks,100,Boston Celtics,111
343,"Mon, Dec 4, 2017",Cleveland Cavaliers,113,Chicago Bulls,91
344,"Mon, Dec 4, 2017",Minnesota Timberwolves,92,Memphis Grizzlies,95
345,"Mon, Dec 4, 2017",Golden State Warriors,125,New Orleans Pelicans,115
